OBJECTID,SCHOOL_ID,SCHOOLDIST,POLYTYPE,PRIMARYPOL,USERNAME,UPDATE_,EDITED,EACODE,District2,Inst_ID,SchDist,SEDdir_BOC,SEDdir_B_1,SED_CODE_1,POPULAR_NA,INSTPECD,INSTSUBYPE,INSSUBDE,MUNICODE,SDLCODE,ORPTSCOD_1,Shape__Area,Shape__Length
92,92,BRONX 7,NON-DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,600000,NYC GEOG DIST # 7 - ISC-BRONX,8E+11,NYC GEOG DIST # 7 - ISC-BRONX, , ,3.207E+11,NYC GEOG DIST # 7 - BRONX,16,1,CITY,6.00534E+11,320700,600000,10601825.42,18228.71598
93,93,SOUTH COUNTRY,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472204,SOUTH COUNTRY,8E+11,SOUTH COUNTRY,5891,BOCES EASTERN SUFFOLK,5.80235E+11,SOUTH COUNTRY CSD,16,7,INDEPENDENT CENTRAL,4.7061E+11,580235,472204,61484185.48,41127.58116
94,94,MANHATTAN 5,NON-DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,620000,MANHATTAN 5,8E+11,NYC GEOG DIST # 5 - ISC-MANHA, , ,3.105E+11,NYC GEOG DIST # 5 - MANHATTAN,16,1,CITY,6.00534E+11,310500,620000,6152817.748,15766.42198
95,95,GREAT NECK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,282207,GREAT NECK,8E+11,GREAT NECK,2890,BOCES NASSAU,2.80407E+11,GREAT NECK UFSD,16,3,INDEPENDENT UNION FREE,2.8066E+11,280407,282207,30082055.62,30731.7693
96,96,WILLIAM FLOYD,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472232,WILLIAM FLOYD,8E+11,WILLIAM FLOYD,5891,BOCES EASTERN SUFFOLK,5.80232E+11,WILLIAM FLOYD UFSD,16,3,INDEPENDENT UNION FREE,4.7061E+11,580232,472232,52049551.03,35061.4826
97,97,CONNETQUOT,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472807,CONNETQUOT,8E+11,CONNETQUOT,5891,BOCES EASTERN SUFFOLK,5.80507E+11,CONNETQUOT CSD,16,7,INDEPENDENT CENTRAL,4.70642E+11,580507,472807,57599851.91,39567.63769
98,98,CENTER MORICHES,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472233,CENTER MORICHES,8E+11,CENTER MORICHES,5891,BOCES EASTERN SUFFOLK,5.80233E+11,CENTER MORICHES UFSD,16,2,UNION FREE,4.7091E+11,580233,472233,21243882.05,22459.8347
99,99,HALF HOLLOW HILLS,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472605,HALF HOLLOW HILLS,8E+11,HALF HOLLOW HILLS,5893,BOCES WESTERN SUFFOLK,5.80405E+11,HALF HOLLOW HILLS CSD,16,7,INDEPENDENT CENTRAL,4.70641E+11,580405,472605,81982830.52,45809.85397
100,100,EAST MORICHES,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472234,EAST MORICHES,8E+11,EAST MORICHES,5891,BOCES EASTERN SUFFOLK,5.80234E+11,EAST MORICHES UFSD,16,2,UNION FREE,4.7091E+11,580234,472234,31335101.64,23214.52305
101,101,BRONX 12,NON-DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,600000,NYC GEOG DIST #12 - ISC-BRONX,8E+11,NYC GEOG DIST #12 - ISC-BRONX, , ,3.212E+11,NYC GEOG DIST #12 - BRONX,16,1,CITY,6.00534E+11,321200,600000,6362615.678,15314.71303
102,102,BRONX 9,NON-DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,600000,BRONX 9,8E+11,NYC GEOG DIST # 9 - ISC-BRONX, , ,3.209E+11,NYC GEOG DIST # 9 - BRONX,16,1,CITY,6.00534E+11,320900,600000,7809207.348,13961.28071
103,103,SOUTH HUNTINGTON,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472613,SOUTH HUNTINGTON,8E+11,SOUTH HUNTINGTON,5893,BOCES WESTERN SUFFOLK,5.80413E+11,SOUTH HUNTINGTON UFSD,16,3,INDEPENDENT UNION FREE,4.70641E+11,580413,472613,28429324.35,24783.45205
104,104,HAUPPAUGE,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472806,HAUPPAUGE,8E+11,HAUPPAUGE,5891,BOCES EASTERN SUFFOLK,5.80506E+11,HAUPPAUGE UFSD,16,3,INDEPENDENT UNION FREE,4.70642E+11,580506,472806,32643378.14,41655.72547
105,105,SYOSSET,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,282402,SYOSSET,8E+11,SYOSSET,2890,BOCES NASSAU,2.80502E+11,SYOSSET CSD,16,7,INDEPENDENT CENTRAL,2.80663E+11,280502,282402,34776063.85,26869.18713
106,106,BRONX 8,NON-DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,600000,NYC GEOG DIST # 8 - ISC-BRONX,8E+11,NYC GEOG DIST # 8 - ISC-BRONX, , ,3.208E+11,NYC GEOG DIST # 8 - BRONX,16,1,CITY,6.00534E+11,320800,600000,34535117.36,36221.67071
107,107,PATCHOGUE-MEDFORD,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472224,PATCHOGUE-MEDFORD,8E+11,PATCHOGUE-MEDFORD,5891,BOCES EASTERN SUFFOLK,5.80224E+11,PATCHOGUE-MEDFORD UFSD,16,3,INDEPENDENT UNION FREE,4.7061E+11,580224,472224,43925863.18,36063.54176
108,108,NORTH SHORE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,282401,NORTH SHORE,8E+11,NORTH SHORE,2890,BOCES NASSAU,2.80501E+11,NORTH SHORE CSD,16,7,INDEPENDENT CENTRAL,2.80663E+11,280501,282401,21037101.29,23339.59251
109,109,SACHEM,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472205,SACHEM,8E+11,SACHEM,5891,BOCES EASTERN SUFFOLK,5.80205E+11,SACHEM CSD,16,7,INDEPENDENT CENTRAL,4.7061E+11,580205,472205,63530510.7,47690.04654
110,110,ELWOOD,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472601,ELWOOD,8E+11,ELWOOD,5893,BOCES WESTERN SUFFOLK,5.80401E+11,ELWOOD UFSD,16,2,UNION FREE,4.70941E+11,580401,472601,13583997.07,17167.46436
111,111,PORT WASHINGTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,282204,PORT WASHINGTON,8E+11,PORT WASHINGTON,2890,BOCES NASSAU,2.80404E+11,PORT WASHINGTON UFSD,16,3,INDEPENDENT UNION FREE,2.8066E+11,280404,282204,28954232.13,29159.14744
112,112,QUOGUE,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473603,QUOGUE,8E+11,QUOGUE,5891,BOCES EASTERN SUFFOLK,5.80903E+11,QUOGUE UFSD,16,2,UNION FREE,4.70979E+11,580903,473603,15809466.52,20445.04786
113,113,COMMACK,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472610,COMMACK,8E+11,COMMACK,5893,BOCES WESTERN SUFFOLK,5.8041E+11,COMMACK UFSD,16,3,INDEPENDENT UNION FREE,4.70641E+11,580410,472610,33336546.46,34060.76331
114,114,MANHATTAN 6,NON-DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,620000,MANHATTAN 6,8E+11,NYC GEOG DIST # 6 - ISC-MANHA, , ,3.106E+11,NYC GEOG DIST # 6 - MANHATTAN,16,1,CITY,6.00534E+11,310600,620000,14399045.45,18374.18563
115,115,WESTHAMPTON BEACH,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473602,WESTHAMPTON BEACH,8E+11,WESTHAMPTON BEACH,5891,BOCES EASTERN SUFFOLK,5.80902E+11,WESTHAMPTON BEACH UFSD,16,2,UNION FREE,4.70979E+11,580902,473602,47254025.14,28200.30886
116,116,EAST QUOGUE,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473617,EAST QUOGUE,8E+11,EAST QUOGUE,5891,BOCES EASTERN SUFFOLK,5.80917E+11,EAST QUOGUE UFSD,16,2,UNION FREE,4.70979E+11,580917,473617,27685280.88,24266.11899
117,117,REMSENBURG,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473601,REMSENBURG,8E+11,REMSENBURG,5891,BOCES EASTERN SUFFOLK,5.80901E+11,REMSENBURG-SPEONK UFSD,16,2,UNION FREE,4.70979E+11,580901,473601,28200756.32,34133.83957
118,118,GLEN COVE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,280500,GLEN COVE,8E+11,GLEN COVE,2890,BOCES NASSAU,2.801E+11,GLEN COVE CITY SD,16,1,CITY,2.80516E+11,280100,280500,18479720.48,20800.3587
119,119,OYSTER BAY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,282406,OYSTER BAY,8E+11,OYSTER BAY,2890,BOCES NASSAU,2.80506E+11,OYSTER BAY-EAST NORWICH CSD,16,7,INDEPENDENT CENTRAL,2.80663E+11,280506,282406,32069872.72,34659.60702
120,120,BRONX 11,NON-DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,600000,NYC GEOG DIST #11 - ISC-BRONX,8E+11,NYC GEOG DIST #11 - ISC-BRONX, , ,3.211E+11,NYC GEOG DIST #11 - BRONX,16,1,CITY,6.00534E+11,321100,600000,60166179.37,45370.50382
121,121,MIDDLE COUNTRY,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472211,MIDDLE COUNTRY,8E+11,MIDDLE COUNTRY,5891,BOCES EASTERN SUFFOLK,5.80211E+11,MIDDLE COUNTRY CSD,16,7,INDEPENDENT CENTRAL,4.7061E+11,580211,472211,40563338.77,39919.77971
122,122,HUNTINGTON,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472603,HUNTINGTON,8E+11,HUNTINGTON,5893,BOCES WESTERN SUFFOLK,5.80403E+11,HUNTINGTON UFSD,16,3,INDEPENDENT UNION FREE,4.70641E+11,580403,472603,27664849.34,27288.32579
123,123,BRONX 10,NON-DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,600000,NYC GEOG DIST #10 - ISC-BRONX,8E+11,NYC GEOG DIST #10 - ISC-BRONX, , ,3.21E+11,NYC GEOG DIST #10 - BRONX,16,1,CITY,6.00534E+11,321000,600000,29661172.52,29053.7277
124,124,LOCUST VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,282403,LOCUST VALLEY,8E+11,LOCUST VALLEY,2890,BOCES NASSAU,2.80503E+11,LOCUST VALLEY CSD,16,7,INDEPENDENT CENTRAL,2.80663E+11,280503,282403,41760056.21,39990.76363
125,125,HARBORFIELDS,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472606,HARBORFIELDS,8E+11,HARBORFIELDS,5893,BOCES WESTERN SUFFOLK,5.80406E+11,HARBORFIELDS CSD,16,7,INDEPENDENT CENTRAL,4.70641E+11,580406,472606,21537085.88,24865.00209
126,126,OYSTER BAY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,282406,OYSTER BAY,8E+11,OYSTER BAY,2890,BOCES NASSAU,2.80506E+11,OYSTER BAY-EAST NORWICH CSD,16,7,INDEPENDENT CENTRAL,2.80663E+11,280506,282406,5089742.275,11713.6361
127,127,EASTPORT-SOUTH MANOR,DTM ONLY,Y,pieper,6/7/2004 0:00,SUFFOLK,472235,ESTPRT-S MANOR CSD,8E+11,ESTPRT-S MANOR CSD,5891,BOCES EASTERN SUFFOLK,5.80912E+11,EASTPORT-SOUTH MANOR CSD,16,7,INDEPENDENT CENTRAL,4.7061E+11,580912,472235,93462981.3,59122.36821
128,128,PELHAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,554401,PELHAM,8E+11,PELHAM,6690,BOCES WESTCHESTER,6.61601E+11,PELHAM UFSD,16,3,INDEPENDENT UNION FREE,5.50665E+11,661601,554401,5776368.66,14011.79776
129,129,HAMPTON BAYS,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473605,HAMPTON BAYS,8E+11,HAMPTON BAYS,5891,BOCES EASTERN SUFFOLK,5.80905E+11,HAMPTON BAYS UFSD,16,2,UNION FREE,4.70979E+11,580905,473605,43309696.24,31796.37583
130,130,KINGS PARK,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473405,KINGS PARK,8E+11,KINGS PARK,5893,BOCES WESTERN SUFFOLK,5.80805E+11,KINGS PARK CSD,16,7,INDEPENDENT CENTRAL,4.70778E+11,580805,473405,29290305.51,24958.42258
131,131,MOUNT VERNON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,550800,MOUNT VERNON,8E+11,MOUNT VERNON,6690,BOCES WESTCHESTER,6.609E+11,MT VERNON SCHOOL DISTRICT,16,1,CITY,5.50531E+11,660900,550800,11235496.27,15805.98624
132,132,SMITHTOWN,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473401,SMITHTOWN,8E+11,SMITHTOWN,5893,BOCES WESTERN SUFFOLK,5.80801E+11,SMITHTOWN CSD,16,7,INDEPENDENT CENTRAL,4.70678E+11,580801,473401,74305936.29,54788.46256
133,133,TUCKAHOE COMMON,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473613,TUCKAHOE COMMON,8E+11,TUCKAHOE COMMON,5891,BOCES EASTERN SUFFOLK,5.80913E+11,TUCKAHOE COMN SD,16,5,COMMON,4.71079E+11,580913,473613,30392622.29,31575.44797
134,134,LONGWOOD,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472212,LONGWOOD,8E+11,LONGWOOD,5891,BOCES EASTERN SUFFOLK,5.80212E+11,LONGWOOD CSD,16,7,INDEPENDENT CENTRAL,4.7061E+11,580212,472212,137076998.4,69835.41272
135,135,BRONXVILLE,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,552403,BRONXVILLE,8E+11,BRONXVILLE,6690,BOCES WESTCHESTER,6.60303E+11,BRONXVILLE UFSD,16,3,INDEPENDENT UNION FREE,5.50625E+11,660303,552403,2464794.805,6531.040369
136,136,COMSEWOGUE,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472203,BROOKHAVEN-COMSEWOGUE UFSD,8E+11,BROOKHAVEN-COMSEWOGUE UFSD,5891,BOCES EASTERN SUFFOLK,5.80203E+11,BROOKHAVEN-COMSEWOGUE UFSD,16,2,UNION FREE,4.7091E+11,580203,472203,17774601.66,21592.94488
137,137,COLD SPRING HARBOR,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472602,COLD SPRING HARBOR,8E+11,COLD SPRING HARBOR,5893,BOCES WESTERN SUFFOLK,5.80402E+11,COLD SPRING HARBOR CSD,16,7,INDEPENDENT CENTRAL,4.70641E+11,580402,472602,44997056.18,40491.03466
138,138,TUCKAHOE,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,552402,TUCKAHOE,8E+11,TUCKAHOE,6690,BOCES WESTCHESTER,6.60302E+11,TUCKAHOE UFSD,16,3,INDEPENDENT UNION FREE,5.50625E+11,660302,552402,3089955.343,12241.28662
139,139,NORTHPORT,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472604,NORTHPORT,8E+11,NORTHPORT,5893,BOCES WESTERN SUFFOLK,5.80404E+11,NORTHPORT-EAST NORTHPORT UFSD,16,3,INDEPENDENT UNION FREE,4.70641E+11,580404,472604,40217215.26,60834.61245
140,140,RYE NECK,NON-DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,554801,RYE NECK,8E+11,RYE NECK,6690,BOCES WESTCHESTER,6.61901E+11,RYE NECK UFSD,16,3,INDEPENDENT UNION FREE,5.50673E+11,661901,554801,7189638.449,12707.96617
141,141,MAMARONECK,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,553201,MAMARONECK,8E+11,MAMARONECK,6690,BOCES WESTCHESTER,6.60701E+11,MAMARONECK UFSD,16,3,INDEPENDENT UNION FREE,5.5065E+11,660701,553201,35176461.95,28591.78253
142,142,MOUNT SINAI,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472207,MOUNT SINAI,8E+11,MOUNT SINAI,5891,BOCES EASTERN SUFFOLK,5.80207E+11,MT SINAI UFSD,16,2,UNION FREE,4.7091E+11,580207,472207,17421026.87,25445.36613
143,143,MILLER PLACE,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472208,MILLER PLACE,8E+11,MILLER PLACE,5891,BOCES EASTERN SUFFOLK,5.80208E+11,MILLER PLACE UFSD,16,2,UNION FREE,4.7091E+11,580208,472208,16930820.03,20008.74638
144,144,ROCKY POINT,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472209,ROCKY POINT,8E+11,ROCKY POINT,5891,BOCES EASTERN SUFFOLK,5.80209E+11,ROCKY POINT UFSD,16,2,UNION FREE,4.7091E+11,580209,472209,27544412.58,22982.36736
145,145,SAGAPONACK,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473610,SAGAPONACK,8E+11,SAGAPONACK,5891,BOCES EASTERN SUFFOLK,5.8091E+11,SAGAPONACK COMN SD,16,5,COMMON,4.71079E+11,580910,473610,11575018.79,18077.51867
146,146,PORT JEFFERSON,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472206,PORT JEFFERSON,8E+11,PORT JEFFERSON,5891,BOCES EASTERN SUFFOLK,5.80206E+11,PORT JEFFERSON UFSD,16,2,UNION FREE,4.7091E+11,580206,472206,10374718.54,20896.47898
147,147,SHOREHAM-WADING R,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473001,SHOREHAM-WADING R,8E+11,SHOREHAM-WADING R,5891,BOCES EASTERN SUFFOLK,5.80601E+11,SHOREHAM-WADING RIVER CSD,16,4,CENTRAL,4.70772E+11,580601,473001,31636428.59,30395.52001
148,148,THREE VILLAGE,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472201,THREE VILLAGE,8E+11,THREE VILLAGE,5891,BOCES EASTERN SUFFOLK,5.80201E+11,THREE VILLAGE CSD,16,7,INDEPENDENT CENTRAL,4.7061E+11,580201,472201,58520944.95,59875.19581
149,149,EASTCHESTER,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,552401,EASTCHESTER,8E+11,EASTCHESTER,6690,BOCES WESTCHESTER,6.60301E+11,EASTCHESTER UFSD,16,3,INDEPENDENT UNION FREE,5.50625E+11,660301,552401,7381806.452,14297.27982
150,150,YONKERS,DTM ONLY,Y,unknown,1/1/1900 0:00, ,551800,YONKERS,8E+11,YONKERS,6690,BOCES WESTCHESTER,6.623E+11,YONKERS CITY SD,16,1,CITY,5.50562E+11,662300,551800,52632499.38,32756.23603
151,151,NEW ROCHELLE,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,551000,NEW ROCHELLE,8E+11,NEW ROCHELLE,6690,BOCES WESTCHESTER,6.611E+11,NEW ROCHELLE CITY SD,16,1,CITY,5.50533E+11,661100,551000,34211383.41,32444.38644
152,152,RYE,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,551400,RYE,8E+11,RYE,6690,BOCES WESTCHESTER,6.618E+11,RYE CITY SD,16,1,CITY,5.5055E+11,661800,551400,48465687.15,33413.44206
153,153,SOUTHAMPTON,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473606,SOUTHAMPTON,8E+11,SOUTHAMPTON,5891,BOCES EASTERN SUFFOLK,5.80906E+11,SOUTHAMPTON UFSD,16,3,INDEPENDENT UNION FREE,4.70679E+11,580906,473606,92386365,63264.35958
154,154,HASTINGS ON HUDSON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,552604,HASTINGS ON HUDSON,8E+11,HASTINGS ON HUDSON,6690,BOCES WESTCHESTER,6.60404E+11,HASTINGS-ON-HUDSON UFSD,16,3,INDEPENDENT UNION FREE,5.50634E+11,660404,552604,8855295.757,13264.81265
155,155,BRIDGEHAMPTON,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473609,BRIDGEHAMPTON,8E+11,BRIDGEHAMPTON,5891,BOCES EASTERN SUFFOLK,5.80909E+11,BRIDGEHAMPTON UFSD,16,2,UNION FREE,4.70979E+11,580909,473609,29419088.42,34485.0373
156,156,EDGEMONT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,552606,EDGEMONT,8E+11,EDGEMONT,6690,BOCES WESTCHESTER,6.60406E+11,EDGEMONT UFSD,16,3,INDEPENDENT UNION FREE,5.50634E+11,660406,552606,6981422.431,12452.76062
157,157,RIVERHEAD,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473002,RIVERHEAD,8E+11,RIVERHEAD,5891,BOCES EASTERN SUFFOLK,5.80602E+11,RIVERHEAD CSD,16,4,CENTRAL,4.70772E+11,580602,473002,238335681,107047.7815
158,158,WAINSCOTT,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472402,WAINSCOTT,8E+11,WAINSCOTT,5891,BOCES EASTERN SUFFOLK,5.80302E+11,WAINSCOTT COMN SD,16,5,COMMON,4.71025E+11,580302,472402,18871031.56,22231.22712
159,159,SCARSDALE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,555001,SCARSDALE,8E+11,SCARSDALE,6690,BOCES WESTCHESTER,6.62001E+11,SCARSDALE UFSD,16,3,INDEPENDENT UNION FREE,5.50675E+11,662001,555001,18519545.61,23830.26204
160,160,DOBBS FERRY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,552603,DOBBS FERRY,8E+11,DOBBS FERRY,6690,BOCES WESTCHESTER,6.60403E+11,DOBBS FERRY UFSD,16,3,INDEPENDENT UNION FREE,5.50634E+11,660403,552603,7764007.913,12033.49447
161,161,NEW SUFFOLK,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473815,NEW SUFFOLK,8E+11,NEW SUFFOLK,5891,BOCES EASTERN SUFFOLK,5.81015E+11,NEW SUFFOLK COMN SD,16,5,COMMON,4.71079E+11,581015,473815,9166354.276,15418.87326
162,162,PORT CHESTER-RYE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,554804,PORT CHESTER-RYE,8E+11,PORT CHESTER-RYE,6690,BOCES WESTCHESTER,6.61904E+11,PORT CHESTER-RYE UFSD,16,3,INDEPENDENT UNION FREE,5.50673E+11,661904,554804,7929635.843,13054.17895
163,163,ARDSLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,552605,ARDSLEY,8E+11,ARDSLEY,6690,BOCES WESTCHESTER,6.60405E+11,ARDSLEY UFSD,16,3,INDEPENDENT UNION FREE,5.50634E+11,660405,552605,10959147.66,17851.57395
164,164,AMAGANSETT,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472403,AMAGANSETT,8E+11,AMAGANSETT,5891,BOCES EASTERN SUFFOLK,5.80303E+11,AMAGANSETT UFSD,16,2,UNION FREE,4.70925E+11,580303,472403,30418108.68,34092.52286
165,165,GREENBURGH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,552607,GREENBURGH,8E+11,GREENBURGH,6690,BOCES WESTCHESTER,6.60407E+11,GREENBURGH CSD,16,7,INDEPENDENT CENTRAL,5.50634E+11,660407,552607,15910963.89,22237.46045
166,166,IRVINGTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,552602,IRVINGTON,8E+11,IRVINGTON,6690,BOCES WESTCHESTER,6.60402E+11,IRVINGTON UFSD,16,2,UNION FREE,5.50934E+11,660402,552602,18413499.03,18736.5548
167,167,SAG HARBOR,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472405,SAG HARBOR,8E+11,SAG HARBOR,5891,BOCES EASTERN SUFFOLK,5.80305E+11,SAG HARBOR UFSD,16,2,UNION FREE,4.70925E+11,580305,472405,37354652.81,46456.9065
168,168,ELMSFORD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,552609,ELMSFORD,8E+11,ELMSFORD,6690,BOCES WESTCHESTER,6.60409E+11,ELMSFORD UFSD,16,2,UNION FREE,5.50934E+11,660409,552609,7184011.982,14496.66544
169,169,MATTITUCK - CUTCHOQU,DTM ONLY,Y,MCLOUGHL,10/2/1997 0:00,SUFFOLK,473812,MATTITUCK,8E+11,MATTITUCK,5891,BOCES EASTERN SUFFOLK,5.81012E+11,MATTITUCK-CUTCHOGUE UFSD,16,2,UNION FREE,4.70979E+11,581012,473812,61818679.91,43849.61115
170,170,WHITE PLAINS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,551700,WHITE PLAINS,8E+11,WHITE PLAINS,6690,BOCES WESTCHESTER,6.622E+11,WHITE PLAINS CITY SD,16,1,CITY,5.50561E+11,662200,551700,25576652.53,29132.23313
171,171,BLIND BROOK-RYE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,554805,BLIND BROOK-RYE,8E+11,BLIND BROOK-RYE,6690,BOCES WESTCHESTER,6.61905E+11,BLIND BROOK-RYE UFSD,16,2,UNION FREE,5.50973E+11,661905,554805,7161556.873,18465.03776
172,172,PEARL RIVER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,392408,PEARL RIVER,8E+11,PEARL RIVER,5090,BOCES ROCKLAND,5.00308E+11,PEARL RIVER UFSD,16,3,INDEPENDENT UNION FREE,3.90662E+11,500308,392408,19389295.1,28815.12208
173,173,EAST HAMPTON,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472401,EAST HAMPTON,8E+11,EAST HAMPTON,5891,BOCES EASTERN SUFFOLK,5.80301E+11,EAST HAMPTON UFSD,16,2,UNION FREE,4.70925E+11,580301,472401,69821742.74,49534.54634
174,174,HARRISON,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,552801,HARRISON,8E+11,HARRISON,6690,BOCES WESTCHESTER,6.60501E+11,HARRISON CSD,16,7,INDEPENDENT CENTRAL,5.50638E+11,660501,552801,45001823.58,41976.31
175,175,SOUTH ORANGETOWN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,392401,SOUTH ORANGETOWN,8E+11,SOUTH ORANGETOWN,5090,BOCES ROCKLAND,5.00301E+11,SOUTH ORANGETOWN CSD,16,7,INDEPENDENT CENTRAL,3.90662E+11,500301,392401,49645200.37,39214.88438
176,176,VALHALLA,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,553405,VALHALLA,8E+11,VALHALLA,6690,BOCES WESTCHESTER,6.60805E+11,VALHALLA UFSD,16,3,INDEPENDENT UNION FREE,5.50656E+11,660805,553405,13411715.67,28979.44129
177,177,NANUET,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,392008,NANUET,8E+11,NANUET,5090,BOCES ROCKLAND,5.00108E+11,NANUET UFSD,16,3,INDEPENDENT UNION FREE,3.90617E+11,500108,392008,13306070.25,19909.98187
178,178,SOUTHOLD,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,473805,SOUTHOLD,8E+11,SOUTHOLD,5891,BOCES EASTERN SUFFOLK,5.81005E+11,SOUTHOLD UFSD,16,2,UNION FREE,4.70979E+11,581005,473805,37059624.04,32293.88252
179,179,MONTAUK,DTM ONLY,Y,pieper,6/23/1995 0:00,SUFFOLK,472406,MONTAUK,8E+11,MONTAUK,5891,BOCES EASTERN SUFFOLK,5.80306E+11,MONTAUK UFSD,16,2,UNION FREE,4.70925E+11,580306,472406,50985754.45,44984.70382
